PLAYLIST_NO,PLAYLIST_NAME,SONG_TAG,USER_ID,USER_NO
721,"날씨 좋은 주말, 이거 틀어야해","해외,팝송,해외,팝,주말/휴일,화창한,날,오후,멍때릴때,일상,봄",,
722,빌보드 핫100 하이라이트 (2021/6/5),"해외,팝송,해외,팝,빌보드,Hot100,차트,속,음악,해외차트",,
723,도입부부터 쩌는 싱잉랩,"국내,힙합,국내,랩/힙합,싱잉랩,그루브한,트렌디한,도입부/인트로,술집/펍",,
724,발걸음이 가벼워지는 한낮의 산책,"국내,가요,KPOP,아이돌,산책/여행,오후",,
725,벌써 6월이다! 내 귀에도 여름 느낌내기,"국내외,초여름,경쾌한,신나는,여름,기분전환",,
726,리스너들은 다 듣는 K팝 아이돌 수록곡,"국내,가요,KPOP,아이돌",,
727,말 걸어보고 싶게 만드는 섹시 음색,"해외,팝송,해외,팝,목소리/음색,섹시한",,
728,상큼 청량한 아침을 위한 ESFJ 플리,"해외,해외,팝,팝송,MBTI,MBTI,음악,특집,아침,시원한,신나는,일렉트로닉팝",,
729,이별 후 그루브한 R&B 소울 감성의 음악,"국내,알앤비,힙합,이별/슬픔,그루브한,국내,랩/힙합,블랙뮤직",,
730,"생활밀착형 퇴마극, 대박부동산 OST","국내,영화/드라마,드라마,국내드라마,KBS,대박부동산,OST",,
731,2020 일본 레코드 대상 노미네이트,"시상식,일본,레코드,대상,일본,2020년,J-POP",,
732,가뿐한 하루를 위한 오늘 아침 jazz,"해외,아침,재즈",,
733,비 오는 카페에서 나오는 피아노 음악,"뉴에이지,연주곡,피아노연주곡,비/흐림",,
734,상큼하게 맑게 자신있게 듣는 SONG ver.3,"국내,가요,아이돌,신나는,청량한,여름,화창한,날,드라이브,산책/여행",,
735,마음과 마음의 평행선,"국내외,싱숭생숭,비/흐림,감성적인",,
736,"미안해, 아직도 널 사랑해","국내외,이별/슬픔,그리움,멜랑콜리,싱숭생숭,쓸쓸한,비/흐림,감성적인,짝사랑",,
737,힙합 DJ들은 다 이노래 틀던데?,"해외,힙합,해외,랩/힙합,힙합클럽,클럽/파티,그루브한,술집/펍,드라이브",,
738,이지리스닝하기 딱 좋은 soft daily pop,"해외,팝송,해외,팝,카페,말랑말랑한,여유로운,쉬는시간,일상,멍때릴때,주말/휴일,웹서핑,오후,공강",,
739,칠링아웃 & L O U N G E,"해외,일렉트로닉,하우스,라운지,여름,기분전환,루프탑/풀파티,루프탑,감성일렉",,
740,존재감 100%로 각인시켜줄 광고음악 #3,"국내외,광고/CF,감각적인,패션쇼,작업실,편집숍/매장",,
741,"분위기에 한 번 치이고, 목소리에도 치이는","국내,인디,알앤비,힙합,그루브한,목소리/음색,국내,인디,국내,랩/힙합,저녁",,
742,혼잡한 취향,"국내외,싱숭생숭,멜랑콜리,몽환적인,우울할때",,
743,흐린 날씨도 맑게 해버리는 파워 팝송,"해외,팝송,해외,팝,비/흐림,경쾌한,기분전환,장마",,
744,스페인어와 영어의 적절한 콜라보 #5,"해외,스페인어,라틴팝,남미,중남미,해외,팝,팝송",,
745,하이틴 영화 속 주인공은 너야,"해외,팝송,해외,팝,하이틴,10대,청춘,주인공",,
746,김대리 혹시 집이야? 부장님 전화 멈춰!,"해외,팝송,해외,팝,직장인,노래제목,이색테마,사회초년생",,
747,얘 비트양 놀아봥,"해외,팝송,신나는,기분전환,해외,팝,일렉트로닉팝,여름,비트,일렉트로닉,내적댄스,드라이브",,
748,K인디차트 Vol.196 (2021년 5월 상반기),"국내,인디,국내,인디,국내인디차트,기간별,차트,속,음악",,
749,그루브 가득한 인디 singing hiphop,"국내,인디,힙합,국내,랩/힙합,싱잉랩,그루브한,리드미컬한,국내,인디,트렌디한,술집/펍,편집숍/매장",,
750,내 일상의 MSG 프로필 뮤직 #8,"국내외,SNS,인스타그램,카카오스토리,브이로그,일상",,
751,혼자 들으면 더 좋은 ISTJ 플리,"해외,팝송,해외,팝,ISTJ,감성적인,락,브릿팝,MBTI,MBTI,음악,특집,잇티제",,
752,논스톱 90~2000년대 흥겨운 가요모음 #14,"국내,가요,감성주점,밤사,토토가,8090세대,온라인,탑골공원,X세대,Y세대",,
753,"청량한 여름, 트로피컬 POP/EDM","해외,일렉트로닉,트로피컬,하우스,여름,일렉트로닉팝,휴가,드라이브,세부장르,술집/펍,신나는,기분전환,시원한,바다,팝송,폭염/더위",,
754,"밤의 연인들이 주고받는 대화처럼, 2","국내,알앤비,그루브한,침대송,몽환적인,연인/커플,밤/새벽,듀엣/피처링,힙스터",,
755,울렁이는 마음의 파도가 잔잔해지길,"국내,인디,국내,인디,감성적인,지치고,힘들때,밤/새벽,방안에서,나,혼자,싱숭생숭,멜랑콜리,힐링",,
756,회색도시를 핑크빛으로 물들이는 Lo-Fi,"국내외,로파이,Lo-Fi,재즈힙합,카페,힐링,작업실,여유로운,나른해지는,코로나/재택근무,봄,여름,Chillax,일상,주말/휴일,오후,비/흐림",,
757,"카페 안, 촉촉 감성 Acoustic Pop","해외,팝송,해외,팝,어쿠스틱한,카페,감성적인",,
758,노곤한 저녁에 거품 목욕하면서 듣는 곡,"해외,알앤비,그루브한,밤/새벽,저녁,샤워/목욕,힐링,일상",,
759,매일을 주말 아침처럼 기분 좋게 시작하기,"해외,팝송,해외,팝,기분전환,아침,출근/퇴근길,등교/출근길,주말/휴일,월요병",,
760,봄을 배웅하며 - 푸르른 반짝임을 담아서,"국내외,봄,화창한,날,늦봄,환절기",,
761,시원한 한강의 바람이 널 기다리고 있어,"국내외,경쾌한,한강,기분전환,선선한,여름,나들이/소풍,산책/여행,자전거,라이딩/보딩,저녁산책,상쾌한",,
762,매일 걷는 길 위에서 새로운 발견,"해외,팝송,해외,팝,일상,감각적인,작업실,힙스터",,
763,JTBC 싱어게인 유명가수전 1~7회 수록곡,"유명가수전,예능,음악예능,JTBC,TV,속,리메이크,리메이크,싱어게인",,
764,UK 싱글 차트 리뷰 : 2021년 6월 3일자,"해외,팝송,해외,팝,UK차트,해외차트,차트,속,음악",,
765,트렌디 라틴뮤직 Hits : 2021년 6월,"해외,라틴,라틴팝,라틴차트,해외차트,차트,속,음악,월드뮤직,트렌디,라틴뮤직,Hits",,
766,초딩 때 한 번쯤 들어본 라떼는.. 팝송,"해외,8090세대,MZ세대,싸이월드,해외,팝,팝송,Y세대",,
767,일렉트로닉 사운드로 재탄생한 팝리믹스 38,"해외,리믹스,일렉트로닉,일렉트로닉팝,신나는,편집숍/매장,클럽/파티,루프탑/풀파티,루프탑,술집/펍,트렌디한,EDM",,
768,한순간에 조직 보스로 만들어 드릴게,"국내,가요,KPOP,아이돌,다크한,치명적인,남자아이돌",,
769,나 혼자 듣기 아까운 레전드 발라드곡,"국내,발라드,발라드한,국내,발라드,1990년대,2000년대,추억/회상,X세대",,
770,효율성 UP 과제 씹어먹는 ESTJ 플리,"해외,팝송,해외,팝,ESTJ,퇴폐적인,치명적인,다크한,MBTI,MBTI,음악,특집,엣티제",,
771,보헤미안 랩소디 같은 노래 더 없을까?,"국내외,락,이색테마",,
772,예쁘장한 빌런의 외출 playlist,"해외,팝송,해외,팝,퇴폐적인,다크한,몽환적인,빌런,이색테마",,
773,K-인어공주 물보라를 일으켜,"국내,가요,청량한,시원한,여름,바다,해안도로,휴가,폭염/더위,신나는",,
774,2021년 5월 상반기 밍키 추천 국내인디,"국내,인디,기간별,국내,인디,기간별,최신곡,에센셜,(2021)",,
775,"우리, 나른한 해변가에서 #lazymood","해외,팝송,해외,팝,나른해지는,휴식/명상,바다,휴양지/해변,힐링,노을,저녁",,
776,어? 목소리가 지문이네?,"국내,가요,목소리/음색",,
777,웨이브는 못타지만 그루브는 잘타요,"국내외,도입부/인트로,그루브한",,
778,"방해하지마, 이 시간은 내 거야","국내외,기분전환,경쾌한,내적댄스,쉬는시간,주말/휴일,일상",,
779,헤비메탈 속 여성 보컬들,"국내외,락,메탈,여성보컬,헤비메탈,스트레스/짜증,얼터너티브락",,
780,Beyond COVID19 글래스톤베리의 추억,"해외,페스티벌,락,글래스톤베리,공연/페스티벌,코로나/재택근무,팝송,해외,팝,랜선,페스티벌,랜선",,
781,가로등 불빛이 비치는 도로 그리고 음악,"해외,밤/새벽,싱숭생숭,거리에서",,
782,청량함에 쓸쓸함을 덧댄 초여름용 BGM,"해외,팝송,해외,팝,초여름,여유로운,주말/휴일,오후,여름,맥주,테라스,홈카페,일상,한강,싱숭생숭",,
783,집콕러들 위한 편안한 주말의 Vibe #2,"해외,팝송,해외,팝,선선한,초여름,기분전환,방콕러,방안에서,주말/휴일,코로나/재택근무,경쾌한",,
784,"외로운 밤, 당신을 위한 재즈 4","해외,재즈,밤/새벽,와인,호텔/바,혼술혼밥,나,혼자,쓸쓸한,비/흐림,봄비,해외,재즈,공허한,외로울때,고독,위스키",,
785,나른한 주말에 흘러나오는 일상 뮤직 #8,"해외,팝송,해외,팝,주말/휴일,나른해지는,여유로운,오후,힐링,낮잠,홈카페,Chillax,잔잔한,일상,쉬는시간,감성적인,카페",,
786,햇빛의 나른함을 담은 playlist,"해외,팝송,해외,팝,오후,산책/여행,초여름,일상,주말/휴일,여름,힙스터",,
787,오늘 세상의 행복은 다 네 거라고,"해외,팝송,해외,팝,데일리,팝,기분전환,등교/출근길,경쾌한,화창한,날,비타민송,산책/여행,행복,출근/퇴근길",,
788,내 공간 빈티지 락사운드로 가득 메꾸기,"국내외,락,빈티지,경쾌한,방안에서,모던락/팝락/인디락,인디락",,
789,일상 생활 속 편안한 음악 #Chillout,"해외,팝송,해외,팝,나른해지는,쉬는시간,Chillax,일상,공강,힐링",,
790,방구석도 이태원으로 만들어주는 노래,"해외,재즈힙합,그루브한,힙스터,카페,이태원,도시/지역,술집/펍,코로나/재택근무",,
791,기분 좋은 주말 시작을 알리는 Playlist,"해외,팝송,해외,팝,주말/휴일,기분전환,일상,아침,화창한,날,산책/여행,초여름",,
792,#summervibes 모음집,"해외,팝송,해외,팝,여름,초여름,기분전환,화창한,날,경쾌한",,
793,섹시함 1/2 스푼 넣은 케이팝.zip,"국내,가요,KPOP,아이돌,치명적인,섹시한,남자아이돌",,
794,혼자 숨죽여 울고 싶은 날,"국내외,감성적인,울고,싶을때,지치고,힘들때,우울할때,밤/새벽",,
795,호불호 없는! 심야 일렉트로닉 POP,"해외,일렉트로닉팝,신나는,일렉트로닉,드라이브,심야,드라이브",,
796,ROCK의 다른 말은 LOVE,"해외,락,사랑/기쁨,모던락/팝락/인디락,팝송,해외,팝",,
797,봄과 여름 사이의 그루브,"해외,팝송,해외,팝,그루브한,일상,오후,봄,여름,환절기,늦봄,초여름",,
798,난 너에게 모두 주고 싶던 한 사람,"국내,발라드,발라드한,국내,발라드",,
799,마녀들의 밤이 와,"국내외,어두운,다크한,밤/새벽,이색테마,퇴폐적인,빌런",,
800,여름을 알리는 영화/드라마 OST 모음,"국내,드라마,OST,여름,영화/드라마,국내드라마,초여름",,
801,특별한 아침을 만들어 드려요,"해외,팝송,해외,팝,아침,일상",,
802,구름이 걷히고 눈부신 하늘,"국내,인디,국내,인디,화창한,날,산책/여행,초여름,비온후/맑게갠,소확행,일상",,
803,미국 라디오에서 자주 들리는 핫한 팝,"팝송,드라이브,경쾌한,편집숍/매장,미국,라디오,봄,기분전환,신나는,해외,해외,팝,데일리,팝",,
804,"나른해지고 마음이 들뜨는, 초여름 설렌다","국내외,그루브한,어쿠스틱한,감성적인,여름,여름밤,저녁,저녁산책,선선한,산책/여행,힐링,초여름,일상,나른해지는,쉬는시간",,
805,감성 쩌는 친구의 홈카페 선곡,"해외,팝송,해외,팝,알앤비,카페,홈카페,홈파티,저녁,밤/새벽,그루브한,멜로우,미디엄템포,essential",,
806,빈티지한 아날로그 감성 로파이,"재즈힙합,로파이,Chillax,국내외,빈티지,아날로그,밤/새벽,나른해지는,독서,쉬는시간,힐링,Lo-Fi",,
807,평범하지 않은 곡 근데 비트를 곁들인,"해외,해외,팝,독특한,개성있는,팝송,비트",,
808,"장마철, 가만히 비를 바라보며","비/흐림,밤/새벽,인디,국내,인디,국내,장마,여름,감성적인",,
809,은은한 봄,"해외,인디,해외,인디,인디팝,봄,나른해지는,힐링,일상,오후,포근한",,
810,벌써 여름 머선 129,"해외,팝송,해외,팝,여름,초여름,신나는,시원한,드라이브",,
811,Alternative Music Chart : 2005년이전,"해외차트,모던락/팝락/인디락,팝송,해외팝,얼터너티브락,얼터너티브팝,기간별,2000년대",,
812,뭐해 어서 고갤 끄덕이지 않고,"해외,팝송,내적댄스,해외,팝,기분전환",,
813,오렌지 마말레이드를 바른 힙합,"국내,힙합,국내,랩/힙합,그루브한,사랑/기쁨,감성힙합,달달한,저녁,노을,편집숍/매장,드라이브,심야,드라이브",,
814,대체공휴일 대신 노동요로 버티자!,"국내,가요,신나는,노동요,주말/휴일",,
815,잠못 이루는 당신의 고민 상담소,"국내외,밤/새벽,고민할때,사색,자정,싱숭생숭",,
816,'여자친구'...끝이 아닌 새로운 시작,"국내,아티스트,여자친구,걸그룹,해체",,
817,노래로 물든 하루는 무지갯빛 #1,"국내외,그루브한,무지개",,
818,따끈 따끈 국내 힙합/R&B VOL.26,"국내,랩/힙합,그루브한,기간별,트렌디한,국내,힙합,알앤비,블랙뮤직,술집/펍,드라이브,기간별,최신곡,에센셜,(2021)",,
819,카페 오픈 할 때 듣기좋은 배경음악,"아침,오픈송,카페,국내",,
820,"썸머에게 보내는 편지, 톰으로부터","해외,팝송,해외,팝,이색테마,여름,초여름,달달한,일상,오후,카페,화창한,날",,
821,청량한 여름을 기대하면서,"국내,가요,여름,초여름,청량한,시원한",,
822,Midnight Fantasy,"해외,팝송,여성보컬,몽환적인",,
823,지겨운 운동도 대유잼 파티로!,"국내,일렉트로닉,EDM,운동/헬스,신나는,스트레스/짜증,다이어트,홈트레이닝",,
824,내리는 햇살에 기대어 편안한 휴식을,"해외,팝송,해외,팝,어쿠스틱한,감성적인,잔잔한,카페,휴식/명상,오후,쉬는시간,나른해지는,낮잠,힐링,주말/휴일",,
825,달짝지근 기분 좋아지는 Daily Pop 9,"해외,팝송,해외,팝,데일리,팝,기분전환,등교/출근길,출근/퇴근길,비타민송,드라이브,경쾌한,화창한,날,산책/여행",,
826,달콤쌉싸름한 맛이 당길 때,"국내,인디,알앤비,그루브한,감성적인,작업실,힙스터,국내,인디,심야,드라이브,저녁",,
827,눈부신 너와 나의 계절,"해외,팝송,해외,팝,화창한,날,데일리,팝,산책/여행,나들이/소풍,기분전환",,
828,밤이 좋다면 ChillWave #국내,"국내,인디,국내,인디,밤/새벽,감성적인,그루브한,작업실,밤샘작업,힙스터,자정",,
829,잔잔한 너의 귓가에 조용한 POP,"해외,팝송,해외,팝,잔잔한,감성적인,카페",,
830,외출 준비할 때 듣기 좋은 노래,"국내,알앤비,힙합,그루브한,외출,국내,랩/힙합,감성힙합,샤워/목욕,일상",,
831,2021 월간 주다사 5월호,"국내외,트위치,주다사,SNS,스트리머,힙스터",,
832,지쳐가는 나에게,"국내,인디,국내,인디,카페,싱숭생숭,지치고,힘들때",,
833,빌보드 핫100 하이라이트 (2021/5/29),"해외,팝송,해외,팝,빌보드,Hot100,차트,속,음악,해외차트",,
834,사랑하는 사람과 듣는 기분 좋은 OST,"국내,드라마,OST,달달한,국내드라마,연인/커플,데이트,사랑/기쁨",,
